first_name,last_name,age,gender,income,city,signup_date,last_purchase_date,days_since_last_purchase,customer_prefix,customer_num,gender_label,age_scl,income_scl,days_scl,age_minmax,Income_minmax,Days_minmax,recency_score,income_log,income_sqrt,income_power,income_bin,frequent_buyer
William,Fletcher,59.0,Female,45750.27,South Holly,2025-02-19,2025-05-20,279,CUST,1286,0,0.9949017041262385,-0.3634602326935674,-0.5575445057818714,0.8039215686274509,0.40579376595719896,0.33119266055045876,0.0035714285714285713,10.73097482988122,213.89312751932914,-0.3354844053526499,Medium,0
Jonathan,Gonzalez,52.0,Other,51830.81,Chapmanfort,2023-04-03,2023-07-02,967,CUST,1287,2,0.5270023878292451,0.02375234326206875,1.6193502219743716,0.6666666666666666,0.4912029765972493,0.9623853211009175,0.0010330578512396695,10.855759332433925,227.6638091572747,0.05274381792303696,High,0
Michele,Chambers,24.0,Male,45344.82,Brandimouth,2024-05-27,2024-08-25,547,CUST,1288,1,-1.3445948773587282,-0.3892795413275393,0.2904319288673628,0.11764705882352944,0.40009868551138195,0.5770642201834864,0.0018248175182481751,10.722073279299593,212.94323187178315,-0.3616978931795732,Medium,0
Anthony,Ramsey,33.0,Other,51735.27,Port Johnland,2023-08-15,2023-11-13,833,CUST,1289,2,-0.7430100421197366,0.01766829653154781,1.1953620046497544,0.2941176470588236,0.48986099118402116,0.8394495412844036,0.001199040767386091,10.853914361915965,227.45388543614726,0.04671120299089029,High,0
Austin,Brown,43.0,Male,31235.06,Davidmouth,2025-09-26,2025-12-25,60,CUST,1290,1,-0.07458244740974623,-1.2877978498520775,-1.2504804729019545,0.4901960784313726,0.20190848136494818,0.13027522935779817,0.01639344262295082,10.349328475641267,176.7344335436646,-1.3047545247660899,Low,1
Michael,Carter,65.0,Female,88053.60879999999,South Charles,2023-09-30,2023-12-29,787,CUST,1291,0,1.3959582609522327,2.330442741100208,1.0498138106427963,0.9215686274509803,1.0000000000000002,0.7972477064220185,0.0012690355329949238,11.385712455541444,296.7382833407243,2.2221029634823797,Very High,0
Timothy,Carr,69.0,Other,39005.9,Port Alexanderburgh,2026-01-09,2026-04-09,-45,CUST,1292,2,1.663329298836229,-0.7929459166785279,-1.5827100461787067,1.0,0.3110601867085737,0.03394495412844037,-0.022727272727272728,10.571493832539664,197.49911392206295,-0.7774618795245061,Low,1
Nathan,Duncan,66.0,Male,44578.09,Roachton,2025-11-24,2026-02-22,1,CUST,1293,1,1.4628010204232318,-0.43810538547336614,-1.4371618521717486,0.9411764705882354,0.3893289505743458,0.07614678899082569,0.5,10.705020193990377,211.1352410186419,-0.41138767914568986,Medium,1
Tabitha,Jones,19.0,Female,37711.03,Port Phillipchester,2025-04-25,2025-07-24,214,CUST,1294,0,-1.6788086747137234,-0.8754040451058839,-0.7632104320960513,0.019607843137254943,0.29287202832437065,0.27155963302752295,0.004651162790697674,10.537734420678353,194.19328000731642,-0.8638717780980782,Low,0
Justin,Hogan,,Other,59235.63,Richardstad,2025-11-20,2026-02-18,5,CUST,1295,2,,0.49529589477029223,-1.4245054874754914,,0.5952134478928345,0.0798165137614679,0.16666666666666666,10.989295379525242,243.3837093973218,0.5143911911531739,High,1
Juan,Holland,65.0,Other,47059.96,Port Jennifer,2024-04-02,2024-07-01,602,CUST,1296,2,1.3959582609522327,-0.28005835743193963,0.46445694344089966,0.9215686274509803,0.4241900908038685,0.6275229357798164,0.001658374792703151,10.759199061563299,216.9330772381197,-0.25109920807081343,Medium,0
Amanda,Wilkerson,29.0,Male,35542.89,Reedshire,2023-12-28,2024-03-27,698,CUST,1297,1,-1.010381080003733,-1.0134725512636351,0.768209696151073,0.21568627450980393,0.262417640069854,0.7155963302752293,0.001430615164520744,10.47852354985516,188.52822069918338,-1.009796900821072,Low,0
Jesse,Morton,22.0,Male,59853.25,Davidbury,2026-01-30,2026-04-30,-66,CUST,1298,1,-1.4782803963007263,0.5346263212063852,-1.6491559608340574,0.07843137254901966,0.6038887360540025,0.014678899082568808,-0.015384615384615385,10.999667719325451,244.6492387071744,0.5523984642891712,High,1
Manuel,Patrick,54.0,Male,61874.74,Jenniferbury,2025-04-03,2025-07-02,236,CUST,1299,1,0.6606879067712432,0.6633560639872168,-0.6936004262666366,0.7058823529411765,0.6322832314798619,0.29174311926605506,0.004219409282700422,11.032883459395435,248.74633665644203,0.6762972271909947,High,0
Matthew,Gilmore,49.0,Female,48996.86,Amandaport,2024-12-17,2025-03-17,343,CUST,1300,0,0.32647410941624805,-0.1567153585587356,-0.35504267064175576,0.607843137254902,0.4513964080205488,0.389908256880734,0.0029069767441860465,10.799531902669662,221.35234356111977,-0.1270891353984529,Medium,0
Michael,Kerr,26.0,Male,40045.61,Jamestown,2024-09-25,2024-12-24,426,CUST,1301,1,-1.21090935841673,-0.7267365360401579,-0.09242310319441834,0.1568627450980392,0.3256642860804332,0.46605504587155966,0.00234192037470726,10.597799304719226,200.11399251426673,-0.7084618843737353,Low,0
Krystal,Galvan,58.0,Other,82865.99,Port Angela,2025-03-07,2025-06-05,263,CUST,1302,2,0.9280589446552394,2.000091943535538,-0.6081699645669003,0.7843137254901961,0.9271330462739357,0.3165137614678899,0.003787878787878788,11.324992071233387,287.8645341128358,1.9234169717322642,Very High,0
Robert,Cook,52.0,Other,55101.01,Morenobury,2025-05-27,2025-08-25,182,CUST,1303,2,0.5270023878292451,0.23200071690817958,-0.8644613496661091,0.6666666666666666,0.537137252275905,0.24220183486238533,0.00546448087431694,10.916941473604515,234.73604324858167,0.25802556054706965,High,0
Kelly,Miller,36.0,Male,30888.97,Davismouth,2024-09-23,2024-12-22,428,CUST,1304,1,-0.5424817637067395,-1.309837076699115,-0.08609492084628972,0.3529411764705882,0.1970471904745972,0.46788990825688076,0.002331002331002331,10.33818681472407,175.75258177335547,-1.328765249655362,Low,0
Dakota,Booth,65.0,Male,71210.61,New Michaelchester,2024-07-24,2024-10-22,489,CUST,1305,1,1.3959582609522327,1.2578700827235372,0.10691464077163298,0.9215686274509803,0.7634178490201012,0.5238532110091743,0.0020408163265306124,11.17341114590469,266.85316186996926,1.23926799752094,Very High,0
Ann,Calderon,33.0,Other,37163.38,Charlesstad,2024-11-22,2025-02-20,368,CUST,1306,2,-0.7430100421197366,-0.9102787383440016,-0.27594039129014813,0.2941176470588236,0.2851795611739163,0.41284403669724773,0.0027100271002710027,10.523106054657804,192.77805891750234,-0.9005815781179479,Low,0
Madison,Foster,20.0,Female,88053.60879999999,Petermouth,2024-10-02,2024-12-31,419,CUST,1307,0,-1.6119659152427244,2.330442741100208,-0.11457174141286848,0.03921568627450983,1.0000000000000002,0.45963302752293583,0.002380952380952381,11.385712455541444,296.7382833407243,2.2221029634823797,Very High,0
Gregory,Moore,37.0,Male,51194.87,Seanland,2025-11-25,2026-02-23,0,CUST,1308,1,-0.4756390042357405,-0.01674471218912889,-1.4403259433458129,0.37254901960784315,0.48227035985359945,0.07522935779816514,1.0,10.843414143711579,226.26283389014645,0.012550327489467612,High,1
Emily,Kelly,41.0,Male,65199.74,South Laurie,2025-03-24,2025-06-22,246,CUST,1309,1,-0.20826796635174433,0.8750941357789476,-0.6619595145259936,0.4509803921568628,0.6789872454947631,0.30091743119266057,0.004048582995951417,11.085226097543588,255.34239757627404,0.8784845505241062,Very High,0
Anthony,Lowe,50.0,Other,18799.74,East Andrea,2024-04-20,2024-07-19,584,CUST,1310,2,0.3933168688872471,-2.079686775840993,0.4075033023077421,0.6274509803921569,0.0272379972868185,0.6110091743119266,0.0017094017094017094,9.841651509745518,137.11214388229806,-2.2046364852515707,Low,0
Zachary,Wong,41.0,Male,30737.89,Port Nicholasburgh,2026-01-15,2026-04-15,-51,CUST,1311,1,-0.20826796635174433,-1.3194579452363466,-1.6016945932230926,0.4509803921568628,0.19492507244832005,0.028440366972477066,-0.02,10.333283907136792,175.32224616402792,-1.3392622629338256,Low,1
Lance,Swanson,69.0,Female,70007.89,Seanfurt,2025-11-20,2026-02-18,5,CUST,1312,0,1.663329298836229,1.1812801237144093,-1.4245054874754914,1.0,0.7465240590243112,0.0798165137614679,0.16666666666666666,11.156377512967678,264.59004138478076,1.1675427015269713,Very High,1
Emily,Reed,28.0,Other,54767.23,Lake Lisa,2023-06-01,2023-08-30,908,CUST,1313,2,-1.077223839474732,0.21074539853144467,1.4326688427045775,0.1960784313725491,0.5324488715848091,0.9082568807339451,0.0011001100110011,10.910865560293722,234.02399449629092,0.23717806175732611,High,0
Christy,Johnston,66.0,Male,,Vaughanhaven,2023-11-30,2024-02-28,726,CUST,1314,1,1.4628010204232318,,0.8568042490248736,0.9411764705882354,,0.7412844036697248,0.001375515818431912,,,,,0
Shelby,Davis,25.0,Other,57277.63,Oliviaberg,2025-11-02,2026-01-31,23,CUST,1315,2,-1.2777521178877291,0.37060923474977836,-1.367551846342334,0.13725490196078433,0.5677107533240596,0.0963302752293578,0.041666666666666664,10.95568288375073,239.32745350251818,0.39341171648372,High,1
Edward,Garcia,53.0,Male,52179.44,Meganshire,2026-02-10,2026-05-11,-77,CUST,1316,1,0.5938451473002442,0.04595331889176862,-1.6839609637487647,0.6862745098039217,0.4960999451404118,0.0045871559633027525,-0.013157894736842105,10.862462991004726,228.42819440690766,0.07473977387864032,High,1
Donald,Kennedy,55.0,Male,75703.61,Jacquelinefurt,2024-08-03,2024-11-01,479,CUST,1317,1,0.7275306662422423,1.5439871222905284,0.07527372903098992,0.7254901960784313,0.8265279648002369,0.5146788990825688,0.0020833333333333333,11.234594335854009,275.14289014982745,1.5052754922519347,Very High,0
Michael,Gaines,57.0,Male,65152.05,West Kent,2025-07-12,2025-10-10,136,CUST,1318,1,0.8612161851842404,0.872057206863535,-1.0100095436730672,0.7647058823529412,0.6783173764937495,0.2,0.0072992700729927005,11.084494396499412,255.24899608029804,0.8755982521590947,Very High,0
Jo,Marshall,37.0,Female,47056.08,West Zacharyport,2023-05-17,2023-08-15,923,CUST,1319,0,-0.4756390042357405,-0.28030543824954907,1.480130210315542,0.37254901960784315,0.4241355910822512,0.9220183486238533,0.0010822510822510823,10.75911661190748,216.92413420364272,-0.2513485574855993,Medium,0
Jeanette,Delgado,52.0,Female,33588.44,Moorefort,2024-04-03,2024-07-02,601,CUST,1320,0,0.5270023878292451,-1.1379331450721606,0.4612928522668353,0.6666666666666666,0.23496480993709504,0.6266055045871559,0.0016611295681063123,10.421967010838905,183.27149260045874,-1.1427507842505542,Low,0
Derek,Bradley,65.0,Other,16860.5846,Lake Thomasburgh,2025-04-20,2025-07-19,219,CUST,1321,2,1.3959582609522327,-2.203173399991526,-0.7473899762257298,0.9215686274509803,0.0,0.2761467889908257,0.004545454545454545,9.732793212904586,129.84831381269453,-2.3536727094553798,Low,0
Jon,Miller,42.0,Male,43435.01,New Suzanneburgh,2025-11-13,2026-02-11,12,CUST,1322,1,-0.14142520688074528,-0.5108974321210926,-1.4023568492570413,0.47058823529411764,0.37327288310362305,0.08623853211009175,0.07692307692307693,10.679044099560542,208.41067631002016,-0.48576158164050653,Medium,1
Heather,Woodward,52.0,Male,32204.97,Charlesside,2025-06-09,2025-09-07,169,CUST,1323,1,0.5270023878292451,-1.2260333767057565,-0.9055945349289451,0.6666666666666666,0.2155321476004949,0.23027522935779818,0.0058823529411764705,10.37990711807406,179.45743227852114,-1.2377238612704353,Low,0
Angela,Mcfarland,42.0,Female,88053.60879999999,Port Lisafurt,2025-07-09,2025-10-07,139,CUST,1324,0,-0.14142520688074528,2.330442741100208,-1.0005172701508744,0.47058823529411764,1.0000000000000002,0.20275229357798166,0.007142857142857143,11.385712455541444,296.7382833407243,2.2221029634823797,Very High,0
Samuel,Dixon,46.0,Male,40244.44,Markbury,2025-06-03,2025-09-01,175,CUST,1325,1,0.1259458310032509,-0.7140749177501278,-0.8866099878845592,0.5490196078431373,0.3284571158869243,0.23577981651376148,0.005681818181818182,10.602751984503229,200.61016923376542,-0.6953044215104516,Low,0
Rick,Patrick,35.0,Female,39834.36,Lake Jesseview,2024-01-11,2024-04-10,684,CUST,1326,0,-0.6093245231777386,-0.740189067669031,0.7239124197141728,0.33333333333333337,0.3226970009794865,0.7027522935779817,0.00145985401459854,10.592510239052405,199.58547041305386,-0.7224544292893229,Low,0
Michael,Rhodes,63.0,Male,27181.33,Smithfort,2023-05-04,2023-08-02,936,CUST,1327,1,1.2622727420102346,-1.5459419021120149,1.521263395578378,0.8823529411764707,0.14496849257318115,0.9339449541284404,0.0010672358591248667,10.21032240882862,164.86761355705977,-1.5892469458232044,Low,0
Patrick,Schultz,35.0,Other,46005.24,Shawntown,2023-08-06,2023-11-04,842,CUST,1328,2,-0.6093245231777386,-0.34722358422296956,1.2238388252163332,0.33333333333333337,0.40937515616874165,0.8477064220183486,0.0011862396204033216,10.73653231844522,214.48832136039482,-0.319021807283793,Medium,0
Willie,Hall,19.0,Male,40031.98,West Spencer,2025-05-23,2025-08-21,186,CUST,1329,1,-1.6788086747137234,-0.7276045029329461,-0.8518049849698519,0.019607843137254943,0.3254728347387722,0.24587155963302754,0.0053475935828877,10.597458893382665,200.07993402637857,-0.7093642821589399,Low,0
Monica,Pruitt,52.0,Male,76065.94,Montoyaland,2025-11-03,2026-02-01,22,CUST,1330,1,0.5270023878292451,1.5670605224566332,-1.3707159375163982,0.6666666666666666,0.8316173679274607,0.09541284403669725,0.043478260869565216,11.239369021074722,275.80054387183503,1.5265983443933164,Very High,1
Angela,Turner,33.0,Female,52527.14,North Stephenmouth,2025-06-06,2025-09-04,172,CUST,1331,0,-0.7430100421197366,0.0680950715419894,-0.8961022614067522,0.2941176470588236,0.5009838506059701,0.23302752293577983,0.005780346820809248,10.869104304983024,229.1880014311395,0.09665010033791369,High,0
David,Black,58.0,Male,49867.04,Lake Shannon,2026-01-30,2026-04-30,-66,CUST,1332,1,0.9280589446552394,-0.10130175395370455,-1.6491559608340574,0.7843137254901961,0.4636192347620486,0.014678899082568808,-0.015384615384615385,10.817135595582135,223.3092922383661,-0.07167139805085218,Medium,1
Logan,Fisher,53.0,Male,47979.91,New Kelly,2023-08-04,2023-11-02,844,CUST,1333,1,0.5938451473002442,-0.22147536821545738,1.230167007564462,0.6862745098039217,0.43711200289199137,0.8495412844036698,0.001183431952662722,10.77855850244976,219.0431692612212,-0.1920844390081984,Medium,0
Christine,Vincent,50.0,Female,61792.62,Port Anneport,2023-06-11,2023-09-09,898,CUST,1334,0,0.3933168688872471,0.6581266112186346,1.4010279309639344,0.6274509803921569,0.6311297476810939,0.8990825688073394,0.0011123470522803114,11.0315554018706,248.58121409310078,0.6712787130178566,High,0
Heather,Mckay,21.0,Other,43215.08,East Cory,2023-06-23,2023-09-21,886,CUST,1335,2,-1.5451231557717253,-0.5249027115584325,1.3630588368751628,0.05882352941176472,0.3701836759450374,0.8880733944954129,0.0011273957158962795,10.673967927196918,207.88237058490554,-0.5001123366071754,Medium,0
John,Richards,50.0,Other,60008.09,North Kimberlyhaven,2023-12-18,2024-03-17,708,CUST,1336,2,0.3933168688872471,0.5444866288864546,0.7998506078917161,0.6274509803921569,0.6060636682434963,0.724770642201835,0.0014104372355430183,11.00225132972927,244.9654873650572,0.5619156987073559,High,0
Matthew,Guzman,31.0,Female,74209.55,Port Travisview,2023-06-16,2023-09-14,893,CUST,1337,0,-0.8766955610617347,1.4488444505488285,1.385207475093613,0.2549019607843137,0.8055419199343413,0.8944954128440368,0.0011185682326621924,11.214661602336795,272.4142984499896,1.4171512659190066,Very High,0
Ralph,King,38.0,Female,,West Brett,2025-05-25,2025-08-23,184,CUST,1338,0,-0.40879624476474147,,-0.8581331673179805,0.3921568627450981,,0.24403669724770644,0.005405405405405406,,,,,0
Kim,Flowers,65.0,Female,46254.03,Davidberg,2025-06-09,2025-09-07,169,CUST,1339,0,1.3959582609522327,-0.33138048200310044,-0.9055945349289451,0.9215686274509803,0.41286974012265665,0.23027522935779818,0.0058823529411764705,10.741925493783741,215.06750103165285,-0.3029744291676896,Medium,0
Kristina,Williams,37.0,Female,35698.11,Miatown,2023-06-20,2023-09-18,889,CUST,1340,0,-0.4756390042357405,-1.003588044946789,1.3725511103973556,0.37254901960784315,0.26459790986094966,0.8908256880733945,0.0011235955056179776,10.482881037484985,188.93943474034214,-0.9992964917445867,Low,0
Elizabeth,Thomas,25.0,Female,45873.14,New Carolynhaven,2023-07-31,2023-10-29,848,CUST,1341,0,-1.2777521178877291,-0.35563579453385297,1.2428233722607192,0.13725490196078433,0.4075196372961497,0.8532110091743119,0.001177856301531213,10.733656838587146,214.1801578111287,-0.32754897762071616,Medium,0
Samuel,Rose,24.0,Other,,Stephanieburgh,2023-03-09,2023-06-07,992,CUST,1342,2,-1.3445948773587282,,1.698452501325979,0.11764705882352944,,0.9853211009174312,0.0010070493454179255,,,,,0
Susan,Davis,20.0,Other,27012.09,Sheilamouth,2023-10-05,2024-01-03,782,CUST,1343,2,-1.6119659152427244,-1.5567192107646564,1.033993354772475,0.03921568627450983,0.14259129337562268,0.7926605504587156,0.001277139208173691,10.20407684231655,164.35355183262698,-1.6012875181992619,Low,0
Casey,Lloyd,34.0,Female,62473.14,Jennifertown,2024-08-01,2024-10-30,481,CUST,1344,0,-0.6761672826487376,0.701462548847419,0.08160191137911853,0.3137254901960784,0.6406885493705436,0.5165137614678899,0.002074688796680498,11.042507990102205,249.94627422708265,0.7128296971397353,Very High,0
Charles,Rangel,50.0,Male,53114.19,Lake Fernando,2023-03-25,2023-06-23,976,CUST,1345,1,0.3933168688872471,0.10547878133006042,1.6478270425409502,0.6274509803921569,0.509229742764601,0.9706422018348624,0.0010235414534288639,10.880218230351648,230.46516005678603,0.13358257273119453,High,0
Daniel,Gonzalez,65.0,Female,47762.16,Rogerborough,2023-06-22,2023-09-20,887,CUST,1346,0,1.3959582609522327,-0.23534182389444966,1.366222928049227,0.9215686274509803,0.4340534167110155,0.8889908256880734,0.0011261261261261261,10.774009910031836,218.54555589167217,-0.2060341179804497,Medium,0
Richard,Gray,29.0,Male,40108.8,Michaelland,2023-09-26,2023-12-25,791,CUST,1347,1,-1.010381080003733,-0.7227125574667684,1.0624701753390535,0.21568627450980393,0.32655187304151645,0.8009174311926606,0.0012626262626262627,10.599375972463958,200.2718152911188,-0.70427901980355,Low,0
Alicia,Diaz,68.0,Female,42854.33,East Shannonville,2023-06-21,2023-09-19,888,CUST,1348,0,1.5964865393652299,-0.5478754963400466,1.3693870192232913,0.9803921568627451,0.36511646600342074,0.8899082568807339,0.0011248593925759281,10.665585303688355,207.01287399579766,-0.5236809933866957,Medium,0
Katelyn,Davis,39.0,Female,58959.59,Elizabethtown,2023-08-12,2023-11-10,836,CUST,1349,0,-0.3419534852937424,0.47771749557107734,1.2048542781719473,0.4117647058823529,0.5913361017187975,0.8422018348623854,0.0011947431302270011,10.984624533597412,242.81595911306982,0.4973805854852512,High,0
David,Barnes,39.0,Other,48076.83,Brianton,2024-05-16,2024-08-14,558,CUST,1350,2,-0.3419534852937424,-0.21530344222506514,0.32523693178207014,0.4117647058823529,0.4384733722268257,0.5871559633027523,0.0017889087656529517,10.780576435079078,219.26429257861392,-0.1858792240783382,Medium,0
John,Solis,63.0,Male,42482.9,East Patrickberg,2023-10-24,2024-01-22,763,CUST,1351,1,1.2622727420102346,-0.5715283901763181,0.973875622465253,0.8823529411764707,0.3598992413641561,0.7752293577981653,0.0013089005235602095,10.656880459611337,206.11380351640693,-0.5479856286040496,Medium,0
Melinda,Jones,47.0,Male,57028.45,Bairdstad,2025-10-20,2026-01-18,36,CUST,1352,1,0.19278859047424995,0.3547412970869021,-1.326418661079498,0.5686274509803921,0.5642106913053428,0.10825688073394496,0.02702702702702703,10.951323080057088,238.80630226189592,0.37796137133502256,High,1
John,Jacobson,55.0,Other,57622.85,South Brenda,2023-07-19,2023-10-17,860,CUST,1353,2,0.7275306662422423,0.39259305945472317,1.2807924663494907,0.7254901960784313,0.5725598239160068,0.8642201834862386,0.0011614401858304297,10.961691823483761,240.04759944644312,0.4147965559885625,High,0
Danny,Vega,55.0,Other,31262.37,South Lisahaven,2024-10-14,2025-01-12,407,CUST,1354,2,0.7275306662422423,-1.286058732035346,-0.15254083550164016,0.7254901960784313,0.20229208636427057,0.4486238532110092,0.0024509803921568627,10.350202403667112,176.81167947847788,-1.3028619287400702,Low,0
Edward,Gray,62.0,Other,58572.21,Lake Matthew,2023-12-28,2024-03-27,698,CUST,1355,2,1.1954299825392356,0.4530488957964367,0.768209696151073,0.8627450980392156,0.5858948382754614,0.7155963302752293,0.001430615164520744,10.978032703796808,242.01696221546126,0.473484022458417,High,0
Rebecca,Daugherty,68.0,Other,87525.47,South Micheleberg,2025-06-07,2025-09-05,171,CUST,1356,2,1.5964865393652299,2.2968105332354276,-0.8992663525808166,0.9803921568627451,0.9925815934084173,0.23211009174311928,0.005813953488372093,11.3796965408832,295.8470381802056,2.191845797537229,Very High,0
Ronald,Jones,25.0,Male,57044.31,West Melissafort,2023-05-10,2023-08-08,930,CUST,1357,1,-1.2777521178877291,0.3557512717691929,1.5022788485339922,0.13725490196078433,0.5644334659406139,0.928440366972477,0.0010741138560687433,10.951601143321954,238.83950678227419,0.3789451368899101,High,0
Marcus,Fitzgerald,44.0,Male,24514.89,West Dianaton,2024-06-19,2024-09-17,524,CUST,1358,1,-0.007739687938747193,-1.715742462758133,0.2176578318638837,0.5098039215686275,0.10751482306043128,0.5559633027522937,0.0019047619047619048,10.107076757729835,156.5723155605741,-1.7806252136673637,Low,0
Jermaine,Glover,44.0,Female,,Markhaven,2023-06-09,2023-09-07,900,CUST,1359,0,-0.007739687938747193,,1.4073561133120631,0.5098039215686275,,0.9009174311926607,0.0011098779134295228,,,,,0
Mathew,Griffin,51.0,Female,22537.77,Smithborough,2023-06-01,2023-08-30,908,CUST,1360,0,0.46015962835824614,-1.8416466962922282,1.4326688427045775,0.6470588235294118,0.07974356285317072,0.9082568807339451,0.0011001100110011,10.022992216450842,150.12584720826723,-1.9250064127104203,Low,0
Benjamin,Orr,38.0,Other,88053.60879999999,Kimport,2026-01-19,2026-04-19,-55,CUST,1361,2,-0.40879624476474147,2.330442741100208,-1.6143509579193498,0.3921568627450981,1.0000000000000002,0.024770642201834864,-0.018518518518518517,11.385712455541444,296.7382833407243,2.2221029634823797,Very High,1
Amanda,Kent,47.0,Other,,Randallburgh,2025-05-14,2025-08-12,195,CUST,1362,2,0.19278859047424995,,-0.8233281644032732,0.5686274509803921,,0.25412844036697246,0.00510204081632653,,,,,0
Jason,Parker,50.0,Other,40010.92,Matthewborough,2025-01-11,2025-04-11,318,CUST,1363,2,0.3933168688872471,-0.7289456168553325,-0.43414494999336345,0.6274509803921569,0.3251770192394777,0.3669724770642202,0.003134796238244514,10.596932688702893,200.02729813702928,-0.7107587072991386,Low,0
Gregg,Flowers,45.0,Female,16860.5846,North Lisatown,2025-07-09,2025-10-07,139,CUST,1364,0,0.059103071532251854,-2.203173399991526,-1.0005172701508744,0.5294117647058824,0.0,0.20275229357798166,0.007142857142857143,9.732793212904586,129.84831381269453,-2.3536727094553798,Low,0
Charles,Garcia,64.0,Female,36824.43,Karenbury,2023-06-09,2023-09-07,900,CUST,1365,0,1.3291155014812337,-0.9318632855421389,1.4073561133120631,0.9019607843137255,0.28041856100839735,0.9009174311926607,0.0011098779134295228,10.513943918112624,191.89692545739237,-0.9233517972851795,Low,0
Travis,Martinez,50.0,Female,47285.14,North Alisonborough,2024-05-16,2024-08-14,558,CUST,1366,0,0.3933168688872471,-0.2657187547233496,0.32523693178207014,0.6274509803921569,0.42735304114247763,0.5871559633027523,0.0017889087656529517,10.763972508284509,217.45146584927866,-0.23663442183093414,Medium,0
Justin,Christian,22.0,Female,23572.04,Port Gabrielshire,2023-07-18,2023-10-16,861,CUST,1367,0,-1.4782803963007263,-1.7757837382434964,1.283956557523555,0.07843137254901966,0.09427125024420588,0.8651376146788992,0.001160092807424594,10.067858965127082,153.53188593904525,-1.8491990723830536,Low,0
Cody,Kelly,65.0,Female,48964.66,East Douglas,2024-11-29,2025-02-27,361,CUST,1368,0,1.3959582609522327,-0.15876587462240271,-0.2980890295085983,0.9215686274509803,0.45094411651640454,0.40642201834862385,0.0027624309392265192,10.798874515079676,221.2795968904499,-0.12914326605444715,Medium,0
Michelle,Mullins,36.0,Female,47186.32,New Melissafurt,2023-08-31,2023-11-29,817,CUST,1369,0,-0.5424817637067395,-0.2720116738976229,1.1447365458647256,0.3529411764705882,0.42596498379963477,0.8247706422018348,0.0012224938875305623,10.76188049141457,217.22412389051084,-0.24298071136971944,Medium,0
Larry,Long,21.0,Female,51877.32,Matthewmouth,2025-05-12,2025-08-10,197,CUST,1370,0,-1.5451231557717253,0.0267141290422293,-0.8169999820551446,0.05882352941176472,0.49185627094065776,0.2559633027522936,0.005050505050505051,10.856656255485087,227.76593248332816,0.05567982447098719,High,0
David,Deleon,52.0,Other,53444.68,Vegaland,2025-04-24,2025-07-23,215,CUST,1371,2,0.5270023878292451,0.1265245904568119,-0.7600463409219871,0.6666666666666666,0.513871911062882,0.2724770642201835,0.004629629629629629,10.88642108998757,231.18105458709198,0.15434123113665937,High,0
Andrew,Wood,66.0,Other,35515.74,North Travisstad,2025-07-12,2025-10-10,136,CUST,1372,2,1.4628010204232318,-1.0152014801806715,-1.0100095436730672,0.9411764705882354,0.2620362824817323,0.2,0.0072992700729927005,10.477759413614852,188.45620180827163,-1.0116344264335904,Low,0
Julia,Davis,34.0,Other,37198.79,North Joshua,2024-12-03,2025-03-03,357,CUST,1373,2,-0.6761672826487376,-0.9080238074801984,-0.3107453942048555,0.3137254901960784,0.285676941365275,0.40275229357798165,0.002793296089385475,10.524058395084014,192.86987841547472,-0.8982049932830976,Low,0
Wanda,Mcguire,61.0,Other,50683.88,South James,2024-08-10,2024-11-08,472,CUST,1374,2,1.1285872230682366,-0.04928487378457477,0.05312509081253977,0.8431372549019608,0.47509283079450926,0.5082568807339449,0.0021141649048625794,10.83338292024933,225.1308064215113,-0.019812583233926834,Medium,0
Samantha,Young,45.0,Female,40535.12,West Johnbury,2023-05-03,2023-08-01,937,CUST,1375,0,0.059103071532251854,-0.6955642342287983,1.5244274867524423,0.5294117647058824,0.332540100185827,0.9348623853211009,0.0010660980810234541,10.609948707482921,201.33335540838732,-0.676090362112403,Low,0
James,Clark,,Male,63612.42,Pamelatown,2025-08-19,2025-11-17,98,CUST,1376,1,,0.7740126091273837,-1.1302450082875108,,0.6566912408252494,0.1651376146788991,0.010101010101010102,11.060579733358825,252.2150273080492,0.782205557061573,Very High,0
Heather,Wallace,,Female,50538.42,Taylorview,2025-10-12,2026-01-10,44,CUST,1377,0,,-0.05854785722001085,-1.3011059316869835,,0.4730496530866575,0.11559633027522936,0.022222222222222223,10.830508904817767,224.80751766789294,-0.029036081180265422,Medium,1
Adrian,Gray,63.0,Male,77975.05,South Amy,2023-04-22,2023-07-21,948,CUST,1378,1,1.2622727420102346,1.68863383681402,1.5592324896671497,0.8823529411764707,0.8584333379112165,0.9449541284403671,0.001053740779768177,11.264157007239781,279.24012963755763,1.638641561137566,Very High,0
Natalie,Miller,23.0,Other,62307.24,West Joannafort,2025-02-18,2025-05-19,280,CUST,1379,2,-1.4114376368297272,0.6908979334759157,-0.5543804146078071,0.09803921568627455,0.6383582648818001,0.3321100917431193,0.0035587188612099642,11.03984895927191,249.61418228938834,0.7027079457716141,Very High,0
Carl,Glenn,52.0,Female,66555.71,Arthurborough,2024-12-01,2025-03-01,359,CUST,1380,0,0.5270023878292451,0.9614431502774242,-0.3044172118567269,0.6666666666666666,0.6980336340312401,0.4045871559633028,0.002777777777777778,11.105809645186895,257.98393360827725,0.960389207669622,Very High,0
